review,rating,date,bank,source,LemmatizedText
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,veary useful app screen shout impossible solve problem
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,dear cbe app comparable century pls try solve
best transaction method of financial,5,2025-04-01,CBE,Google Play,good transaction method financial
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,cbe go right pathwaytrack thank cbe step ahead payment platform app
It literarily don't work at all,4,2025-04-01,CBE,Google Play,literarily not work
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,CBE,Google Play,good application functionality recommendation let app transfer money telebirr account mpesa way ask thank
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play,update able screenshot update not able screenshot transfere detail
Tnc Cbe,5,2025-04-01,CBE,Google Play,tnc cbe
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,good app integrate cbe cbe birr allow cardless withdrawal directly accout
great apps,5,2025-03-31,CBE,Google Play,great app
Great app!,4,2025-03-31,CBE,Google Play,great app
CBE,5,2025-03-31,CBE,Google Play,cbe
great when it works,5,2025-03-31,CBE,Google Play,great work
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,app good screenshot impossible
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,good app
easy to use and user friendly,5,2025-03-31,CBE,Google Play,easy use user friendly
well software,5,2025-03-31,CBE,Google Play,software
CBE very good apps,5,2025-03-31,CBE,Google Play,cbe good app
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,application fast secure convenient thank cbe
it's best,5,2025-03-31,CBE,Google Play,well
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,not display cash transaction bank statement mobile banking app
our legitimate bank,4,2025-03-31,CBE,Google Play,legitimate bank
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,see kind app proud cbe
very good and safe for me!,5,2025-03-31,CBE,Google Play,good safe
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,good
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,allow pay fuel
Great version,5,2025-03-31,CBE,Google Play,great version
Good and easy to use,5,2025-03-31,CBE,Google Play,good easy use
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,nice app fast money transfer
Really automated...,5,2025-03-31,CBE,Google Play,automate
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,recently app keep closing notification say app bug update
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,issue process delay
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,amazing application ethiopian banking industry interested
it is very good app,5,2025-03-30,CBE,Google Play,good app
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,excellent anddynamic plus user friend bank app era love
Very God thanks,5,2025-03-30,CBE,Google Play,god thank
The sum is good.,3,2025-03-30,CBE,Google Play,sum good
best of bests,5,2025-03-30,CBE,Google Play,good best
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,happy thank cbe
it's very nice 👍.,5,2025-03-30,CBE,Google Play,nice
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,history miss transaction tranfer cbe birr debit transfer need cop world real hack security problem invest solve
best apps for useing,5,2025-03-30,CBE,Google Play,good app use
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,exaggerate application big player banking industry simplify lot thing user bank pocket opinion transfer money word limit note end not write reason briefly not understand limited hand limit bank explain pay water code mention
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,update screenshoot disable working
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,realy donot see like application fast safe ande confortable
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,excellent need upgrading
goods app!! pleace update this apps??,4,2025-03-28,CBE,Google Play,good app pleace update app
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play,late update prevent take screenshot annoying allow screenshot need evidence particularly case transfer failure
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play,fantastic app appreciate
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,CBE,Google Play,not work properly crash time commercial bank ethiopia application send money cbe birr not money bank account forcefully wait day money account walk cbe world go decentralize finance
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,CBE,Google Play,crash multiple time everytime launch fix edit crash fix screenshot disable not know think good idea
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,u remove screen shoot
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,CBE,Google Play,fail mid transaction screenshot download not work link share working bring old app usless
very nice one,5,2025-03-26,CBE,Google Play,nice
good application,5,2025-03-25,CBE,Google Play,good application
problem solver and the best fast app,5,2025-03-25,CBE,Google Play,problem solver well fast app
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,bring screenshot option screenshot download option take like second appear gallery people not know
Thank you,5,2025-03-25,CBE,Google Play,thank
cbe,5,2025-03-25,CBE,Google Play,cbe
very nice and convenient app,5,2025-03-24,CBE,Google Play,nice convenient app
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,bug app keep crashi ng update file get bad
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,CBE,Google Play,great experience far app be not work developer mode
